Cost,Phylo Dist,Shannon Div,Conservatism,Frac Grass Specs,Frac Grass Weight
4072.8382043907923,59938.3391128,14.935707041293389,77.60896741836153,0.2,0.4003137355423725
3212.2220021609355,59844.39589,14.935707041293389,76.68740342035127,0.2,0.4003137355423725
3909.7660074171317,60720.334347,14.935707041293389,75.3761315142009,0.2,0.399731877238978
4036.303276855487,61184.0809164,14.935707041293389,74.5616347108272,0.16666666666666666,0.33121914605060643
2991.254739726887,59526.6264224,14.935707041293389,73.5127617567151,0.2333333333333333,0.4603464185290538
3693.6371306710575,60393.4251768,14.935707041293389,72.91243492684829,0.2,0.4003137355423725
2810.0179671079554,58901.99451,14.935707041293389,71.21226292190846,0.2,0.399731877238978
3567.1623216978746,60123.651756800005,14.935707041293389,70.80452144396189,0.2,0.4003137355423725
2616.3263653548725,57751.7556584,14.935707041293389,68.27754168322537,0.2,0.399731877238978
2467.473364576589,56373.3533172,14.935707041293389,61.24404940028799,0.2,0.4150108063078058
3290.3146393561237,60826.99552238,14.900175468463724,60.59329761648324,0.2,0.4020372247336395
3667.9129406905263,59775.1690304,14.898946045113675,79.74181629024801,0.2,0.3922600558904328
4501.847067669727,61413.288249900004,14.89464522577583,69.00428601441284,0.1,0.1906675042632178
3712.52184380616,60679.29751,14.89464522577583,69.00428601441284,0.1,0.1906675042632178
5595.201197604914,62449.03520238001,14.89464522577583,64.68542170499576,0.13333333333333333,0.25744657518987196
2779.867589685537,63970.46235624,14.892609790978787,72.404640036351,0.16666666666666666,0.3274593612852513
3377.019959463961,64757.98742024,14.892609790978787,66.39808065103996,0.13333333333333333,0.2553479419610425
3722.571788692528,64891.67453224,14.892609790978787,64.37336290165382,0.13333333333333333,0.2553479419610425
2777.7808474771086,63970.46235624,14.892284546283026,72.47160895468635,0.16666666666666666,0.32666467698858137
1450.8766375895307,62554.34463199999,14.888542576692153,75.43261131520349,0.16666666666666666,0.32172421430059644
1580.670990580277,62971.650132,14.888542576692153,74.8557475241335,0.16666666666666666,0.32172421430059644
2635.4114619539905,63497.55824842,14.888542576692153,71.41029468632833,0.1,0.17906610069691095
2360.7816128053355,63020.03217324,14.888542576692153,70.81768948201073,0.13333333333333333,0.2544665752342725
2619.366315474089,64577.005289600005,14.888542576692153,70.02091766250706,0.16666666666666666,0.30557091689150445
1991.452552883972,64354.2999924,14.888542576692153,69.34574157370048,0.16666666666666666,0.30557091689150445
3458.665570200588,65434.597572800005,14.888542576692153,61.24639669092245,0.1,0.17906610069691095
2118.8658275627977,64395.00421363999,14.887781378771304,69.14990468150624,0.13333333333333333,0.2367042380181476
2962.390538707963,65130.82024,14.855524868411393,64.92906859710446,0.13333333333333333,0.25977215848899565
2413.2929207974025,64513.39985824,14.855524868411393,64.09540414778822,0.1,0.19848750498916687
2203.260728767977,64723.08048800001,14.855524868411393,59.62013766360399,0.1,0.19238985447616236
2701.358574315949,63970.46235624,14.769794654971713,71.16165577443076,0.16666666666666666,0.3165893480092882
2483.488305821811,63302.828974,14.762852156125204,76.1222558947484,0.13333333333333333,0.2453643440166405
2483.197082660125,64374.525604400005,14.757650908118745,69.99591088975869,0.13333333333333333,0.2601566066542885
3555.0616783810565,63314.61584842,14.745878146225646,74.90019077564548,0.1,0.21294437108420752
4678.8326403016445,63693.3413082,14.673130144070589,72.92568189417636,0.13333333333333333,0.2473221806120181
4783.400968207701,65356.9820638,14.53648770075449,66.33971031818939,0.13333333333333333,0.2512947310456558
2196.0159447429787,64466.112252000006,14.484871986101425,62.057816523168896,0.13333333333333333,0.27508380605700833
3948.292274601001,60197.77959400001,14.410696395306456,82.18396645440184,0.2,0.3508685105311171
2581.407365436969,65044.79590000001,14.382821567833908,58.890660754981575,0.1,0.17780129439509867
1962.5131010975601,63480.29973166,14.374709465924921,64.54628215349788,0.1,0.2709908816062921
3127.0974493170615,64157.18819549999,14.251767465374341,70.13891244453521,0.13333333333333333,0.3362178073247333
2767.2021969882485,59500.834467999994,14.238759116322527,77.14610631775102,0.2,0.3769223000126016
2824.0113430180168,59606.067879999995,14.231422433827579,76.94662101962098,0.2,0.35688697819357823
2234.5759564747727,64963.5748528,14.226055934055715,65.09624750496198,0.13333333333333333,0.23072113700881314
1451.1292863281494,63866.923526,14.213687021649394,64.54638965424154,0.16666666666666666,0.3051076301276053
1395.4223383600618,64586.75187400001,14.213687021649394,61.45155921156999,0.13333333333333333,0.24321102127417454
5385.671032833888,65876.58561400001,14.125730535873432,59.369993064252135,0.13333333333333333,0.3125470588898782
5385.671032833888,65906.40443,14.125730535873432,58.778937161659,0.13333333333333333,0.3125470588898782
4273.822213307722,65701.56489295997,14.089369582875149,67.69587526686679,0.06666666666666668,0.13144259452374013
2596.861074208219,65884.24126380001,14.089369582875149,67.17032375675214,0.13333333333333333,0.2679626444593461
1918.14969010456,64354.2999924,14.029875803499973,67.17058905978026,0.16666666666666666,0.3711749970188748
1882.9052603928915,64235.27233042,14.029875803499973,61.772262638316406,0.16666666666666666,0.3777745875931576
8005.020272355083,66387.1709636,14.010008661497414,65.27794810678807,0.06666666666666668,0.18580290855345846
7617.766447965469,66530.42435563999,14.010008661497414,60.56402964954608,0.1,0.22787893608775536
3064.617466047485,63217.03514076,13.967493908635525,76.76367036099914,0.16666666666666666,0.38025640626720014
8529.36757210955,61336.523025012,13.912294132583831,77.44599171779592,0.13333333333333333,0.2734332944972321
2176.9852756669948,63826.3898924,13.880407378485582,73.61253101413745,0.16666666666666666,0.2679662372316623
8384.554488308335,66198.7227118,13.833607610023966,69.01674143661675,0.1,0.2283711322580413
8337.837180790657,65988.0994758,13.833607610023966,67.77094656947867,0.1,0.2283711322580413
8117.173621884012,66198.7227398,13.833607610023966,67.32061277579164,0.1,0.2283711322580413
3707.9136894552007,63385.76480230001,13.82316237963454,78.45127008378633,0.13333333333333333,0.2284538995770771
2806.7078018154066,59620.438072,13.741125271535726,79.26805985005028,0.2,0.3788826512037577
5487.526379528208,51376.811860544,13.724947398777633,86.03110416647677,0.13333333333333333,0.2072544090775157
4449.727722732535,48758.175008463986,13.724947398777633,82.83787753018237,0.13333333333333333,0.2072544090775157
3812.97052899774,46388.276164064,13.724947398777633,82.22803195685778,0.1,0.13439122101243367
3867.617920046552,49008.941464464006,13.724947398777633,80.0421363149053,0.13333333333333333,0.2072544090775157
3356.3172128421024,60308.2806904,13.712914498659547,77.15971826622763,0.2333333333333333,0.5505996723429003
2342.920989608921,64684.37397366,13.693617400372794,66.44689215871195,0.13333333333333333,0.3114983901355697
1645.4768144507502,64548.92856366,13.693617400372794,63.045272020356244,0.13333333333333333,0.29768787070570685
2783.684105643677,64478.523407500004,13.630991835330878,74.92249328724259,0.13333333333333333,0.3077380884963362
1600.1689773247251,64793.73292700001,13.590133176333552,72.00658774016958,0.1,0.257058285500798
8773.507785710894,67120.9350668,13.573875905559811,64.73868346431028,0.1,0.26391025169167
6831.956233737898,67201.43297945999,13.573875905559811,58.594532983383075,0.06666666666666668,0.1410272420731259
5045.54374991834,66261.6054432,13.566381463487867,55.88627556419265,0.13333333333333333,0.28820262141699377
2512.947853803668,66166.0108972,13.566381463487867,49.132686507886845,0.13333333333333333,0.28820262141699377
4188.174590889103,65447.54312800001,13.551485203539492,68.91316401909586,0.13333333333333333,0.20332564309280893
2187.241695329629,64963.5748528,13.536709418439296,64.54116131883939,0.13333333333333333,0.20559085911799316
7006.521483097876,66549.83513036,13.479427635065052,70.07452965436461,0.1,0.16255897755801058
4212.2321923078525,67201.387704,13.479427635065052,69.47000259005127,0.13333333333333333,0.2815611052648136
6152.523508314741,62431.397972000006,13.475568486952513,78.88212166352801,0.13333333333333333,0.2273233530561057
2632.733108683787,58012.3648276,13.44114732883044,76.66550270173329,0.1,0.1630313492924862
3026.5903261826397,59844.39589,13.419740986775608,80.03632981786598,0.2,0.34280743281606424
1941.0146685380414,59767.70961602,13.398069432495134,77.61337677864701,0.1,0.16524163405992184
1276.1099837130787,64407.327742,13.28451474191886,59.921016033327504,0.1,0.1558530999812204
2784.394916959067,61797.872938,13.12571396195237,78.19343323165893,0.2,0.29339134735618144
2937.4185665488735,53747.277504,13.114417731850564,83.66481114515655,0.13333333333333333,0.24993808769861076
2016.7223453094,64433.7974204,13.042943630635635,76.1302848821796,0.13333333333333333,0.1975132527780871
2016.9943255165604,64433.7974204,13.041775015920251,76.13993155618188,0.13333333333333333,0.19758616993032152
6578.964891443873,61786.4079324,13.034665803744335,80.68646952645922,0.1,0.16839971785460264
3496.395883946738,64874.4596918,13.019138838990461,73.10424195293145,0.16666666666666666,0.2580036333320144
2700.456852389361,61884.445778,12.999417667261405,79.09490564636369,0.16666666666666666,0.24242834827692325
3661.952679341214,66326.84947475999,12.975978224912105,58.4212447083718,0.06666666666666668,0.09290758987184837
2740.9286583806525,61936.656394000005,12.972004077289679,81.4707730977382,0.2,0.3027829132922454
2709.9166417562674,64748.9336758,12.899946895324721,72.33840586765709,0.13333333333333333,0.225102889304988
1929.488077158535,60998.36383242001,12.891978731776696,77.48760129897016,0.1,0.34102917888274564
8271.669747808743,61964.07253612,12.8862826054642,81.2975563260353,0.1,0.212744965348173
2237.372746922892,62879.6871342,12.837025208140128,77.36130761131733,0.1,0.34660947023247624
9399.895581962708,65267.429665999996,12.824914951572113,72.09385264872795,0.1,0.2496848529973109
9186.86883427517,65139.29262592,12.824914951572113,70.78960725472258,0.1,0.2496848529973109
9418.151684305534,65325.03451119999,12.824914951572113,70.18751964313367,0.1,0.2496848529973109
3383.298442841634,62386.63928804001,12.820616528037993,79.32634442368982,0.1,0.34943638944025746
3183.9173258532264,63453.47805162,12.810915341976607,78.27245017040137,0.13333333333333333,0.3996561312878617
6206.409979909608,63298.340705999995,12.759684056259674,81.51487747848462,0.06666666666666668,0.1030042822892776
1366.6726296616666,56436.821854932,12.693555022287073,61.806884659000524,0.2333333333333333,0.5025061816407054
2378.8161825598568,65523.579444,12.663205303585707,54.29993560219523,0.1,0.19298389654356904
5951.31279012167,57785.871277695995,12.626546210097235,82.36928625026883,0.03333333333333333,0.1407618767350962
3097.6249091873565,62779.44946712001,12.590762071457773,78.24018989763991,0.13333333333333333,0.21748583681082967
2509.9896333627207,65524.43090784,12.543267333074795,64.24368983362342,0.1,0.3603358588358904
1917.373579931399,65868.2516732,12.522519829082539,55.201120120487474,0.06666666666666668,0.19091127723299287
2095.206593288703,66108.72952919999,12.522519829082539,54.91495957931834,0.06666666666666668,0.1596283229445003
1866.6035679885786,66272.13280519999,12.522519829082539,54.24918239655958,0.06666666666666668,0.19091127723299287
2677.233744389133,67102.24628286,12.522519829082539,53.68103891643745,0.1,0.2114268103648776
2271.3214505179862,66582.73137319999,12.522519829082539,52.325035208299475,0.1,0.2114268103648776
2032.2589762566467,61022.48791288,12.493082395317636,76.7057643290963,0.1,0.3847994185882033
2469.6297013745943,65884.24126380001,12.438371222085866,64.42881217552693,0.13333333333333333,0.22517820407672748
12073.222247232812,56601.20217267,12.428325462527216,82.7403261010589,0.2,0.4815818169945224
2512.9313799642277,64560.2112748,12.38405848852874,73.20668843838135,0.13333333333333333,0.17854333426779367
5471.901818100165,67374.75114200001,12.371467486950165,65.33268916089858,0.1,0.13586206103278287
13029.589125566092,56627.9969931,12.332268723659654,85.7556621043179,0.16666666666666666,0.31892218044371545
7581.782038892961,65409.7623238,12.324549727606538,70.66344375144074,0.13333333333333333,0.3475155031145443
2665.907141710669,59500.834467999994,12.315341038196928,79.66356637236319,0.2,0.30310133514149346
2537.4478376111333,59765.92971434,12.299081033064663,79.85599800906884,0.1,0.29142917472043645
9003.966741754328,60117.25354678,12.292571419144164,85.72508288497761,0.1,0.19750110952004132
7016.9888861568825,59226.44608038,12.274919462888588,84.05180858715305,0.1,0.13753474406281735
2234.377381014045,63181.537048800004,12.26366507326195,76.39260694054866,0.1,0.3478996239499833
9010.074348523163,60118.56716278,12.257282744539687,85.4802493437668,0.1,0.1954772977668055
6547.598329698064,67673.147026,12.247093991663945,66.90392342389046,0.1,0.2063024701187668
5345.179854957663,52445.6127044,12.231316012742274,83.94185871999007,0.13333333333333333,0.19525646185505602
8941.053539351133,67530.7996368,12.165271990681156,70.17476403006225,0.1,0.2553091145375142
1147.916629891243,51455.8861823,12.15656452092193,51.45964303297736,0.3,0.5680729236271163
5661.799150939231,60583.545068800006,12.148696442287335,82.1082286289053,0.13333333333333333,0.235016645395469
4701.080668356887,50484.68210219999,12.146802224857867,85.8372844849288,0.03333333333333333,0.13329305316498813
2456.0675810605867,59266.877662,12.143765021250315,80.24390064501239,0.2,0.41726729795191947
1356.588430705028,60104.7184503,12.141733521147163,73.9291682971339,0.16666666666666666,0.4800356054732109
